pair	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	orf_name_1	gene_name_1	uniprot_ac_1	orf_name_2	gene_name_2	uniprot_ac_2	orf_name_a	orf_name_b
Q0275_YLR038C	1	0	Structure	6giq	1	c	0	100.0	97.4	8	269	-	j	0	100.0	68.7	24	80	-	P00420-Q01519-EXP-6giq.pdb1-c-0-j-0.pdb	Q0275	COX3	P00420	YLR038C	COX12	Q01519	Q0275	YLR038C
YGL191W_YLR038C	1	0	Structure	6hu9	1	k	0	100.0	87.6	13	125	-	j	0	100.0	92.8	7	83	-	P32799-Q01519-EXP-6hu9.pdb1-k-0-j-0.pdb	YGL191W	COX13	P32799	YLR038C	COX12	Q01519	YGL191W	YLR038C
Q0045_YDR119W-A	1	0	Structure	6hu9	1	a	0	100.0	100.0	1	534	-	l	0	100.0	68.2	22	66	-	P00401-Q2V2P9-EXP-6hu9.pdb1-a-0-l-0.pdb	Q0045	COX1	P00401	YDR119W-A	COX26	Q2V2P9	Q0045	YDR119W-A
Q0250_YDR119W-A	1	0	Structure	6hu9	1	b	0	100.0	94.0	16	251	-	l	0	100.0	68.2	22	66	-	P00410-Q2V2P9-EXP-6hu9.pdb1-b-0-l-0.pdb	Q0250	COX2	P00410	YDR119W-A	COX26	Q2V2P9	Q0250	YDR119W-A
YDR119W-A_YNL052W	1	0	Structure	6hu9	1	e	0	100.0	86.9	21	153	-	l	0	100.0	68.2	22	66	-	P00424-Q2V2P9-EXP-6hu9.pdb1-e-0-l-0.pdb	YNL052W	COX5A	P00424	YDR119W-A	COX26	Q2V2P9	YDR119W-A	YNL052W
YDR119W-A_YHR051W	1	0	Structure	6hu9	1	r	0	100.0	68.9	45	146	-	x	0	100.0	68.2	22	66	-	P00427-Q2V2P9-EXP-6hu9.pdb1-r-0-x-0.pdb	YHR051W	COX6	P00427	YDR119W-A	COX26	Q2V2P9	YDR119W-A	YHR051W
YDL067C_YDR119W-A	1	0	Structure	6hu9	1	u	0	100.0	93.2	2	56	-	x	0	100.0	68.2	22	66	-	P07255-Q2V2P9-EXP-6hu9.pdb1-u-0-x-0.pdb	YDL067C	COX9	P07255	YDR119W-A	COX26	Q2V2P9	YDL067C	YDR119W-A
YJR104C_YJR104C	1	0	Structure	1f1g	2	D	0	100.0	99.4	2	154	-	C	0	100.0	99.4	2	154	-	P00445-P00445-EXP-1f1g.pdb2-D-0-C-0.pdb	YJR104C	SOD1	P00445	YJR104C	SOD1	P00445	YJR104C	YJR104C
YJR104C_YMR038C	1	0	Structure	1jk9	3	C	0	99.3	99.4	2	154	-	B	0	100.0	97.6	3	245	-	P00445-P40202-EXP-1jk9.pdb3-C-0-B-0.pdb	YJR104C	SOD1	P00445	YMR038C	CCS1	P40202	YJR104C	YMR038C
YMR038C_YMR038C	1	0	Structure	1qup	1	B	0	99.1	88.0	5	223	-	A	0	99.1	88.8	2	222	-	P40202-P40202-EXP-1qup.pdb1-B-0-A-0.pdb	YMR038C	CCS1	P40202	YMR038C	CCS1	P40202	YMR038C	YMR038C
YHR008C_YHR008C	1	0	Structure	4f6e	1	C	0	99.0	88.8	27	233	-	A	0	99.0	88.8	27	233	-	P00447-P00447-EXP-4f6e.pdb1-C-0-A-0.pdb	YHR008C	SOD2	P00447	YHR008C	SOD2	P00447	YHR008C	YHR008C
YAL038W_YAL038W	1	0	Structure	1a3w	1	A	0	98.6	99.8	2	500	-	A	1	98.6	99.8	2	500	-	P00549-P00549-EXP-1a3w.pdb1-A-0-A-1.pdb	YAL038W	CDC19	P00549	YAL038W	CDC19	P00549	YAL038W	YAL038W
YJR057W_YJR057W	1	0	Structure	3tmk	1	B	0	100.0	100.0	1	216	-	A	0	100.0	100.0	1	216	-	P00572-P00572-EXP-3tmk.pdb1-B-0-A-0.pdb	YJR057W	CDC8	P00572	YJR057W	CDC8	P00572	YJR057W	YJR057W
YIL162W_YIL162W	1	0	Structure	4eqv	1	F	0	100.0	95.7	24	532	-	A	0	100.0	95.7	24	532	-	P00724-P00724-EXP-4eqv.pdb1-F-0-A-0.pdb	YIL162W	SUC2	P00724	YIL162W	SUC2	P00724	YIL162W	YIL162W
YLR178C_YMR297W	1	0	Structure	1wpx	1	A	0	100.0	79.1	112	532	-	B	0	93.2	100.0	1	219	-	P00729-P14306-EXP-1wpx.pdb1-A-0-B-0.pdb	YMR297W	PRC1	P00729	YLR178C	TFS1	P14306	YLR178C	YMR297W
YBR011C_YBR011C	1	0	Structure	1e9g	1	B	0	99.6	98.6	2	284	-	A	0	99.6	99.0	2	285	-	P00817-P00817-EXP-1e9g.pdb1-B-0-A-0.pdb	YBR011C	IPP1	P00817	YBR011C	IPP1	P00817	YBR011C	YBR011C
YDL181W_YJR121W	1	0	Structure	3zia	1	N	0	100.0	92.0	39	508	-	T	0	97.2	42.4	23	58	-	P00830-P01097-EXP-3zia.pdb1-N-0-T-0.pdb	YJR121W	ATP2	P00830	YDL181W	INH1	P01097	YDL181W	YJR121W
YBL099W_YJR121W	1	0	Structure	3zia	1	N	0	100.0	92.0	39	508	-	K	0	100.0	88.8	61	544	-	P00830-P07251-EXP-3zia.pdb1-N-0-K-0.pdb	YJR121W	ATP2	P00830	YBL099W	ATP1	P07251	YBL099W	YJR121W
YBL099W_YDL181W	1	0	Structure	3zia	1	T	0	97.2	42.4	23	58	-	M	0	100.0	88.8	61	544	-	P01097-P07251-EXP-3zia.pdb1-T-0-M-0.pdb	YDL181W	INH1	P01097	YBL099W	ATP1	P07251	YBL099W	YDL181W
YBL099W_YPL078C	1	0	Structure	6cp6	1	Z	0	100.0	63.5	88	242	-	B	0	100.0	92.8	39	544	-	P05626-P07251-EXP-6cp6.pdb1-Z-0-B-0.pdb	YPL078C	ATP4	P05626	YBL099W	ATP1	P07251	YBL099W	YPL078C
YDR298C_YJR121W	1	0	Structure	6cp6	1	D	0	100.0	92.0	39	508	-	Y	0	100.0	78.3	24	189	-	P00830-P09457-EXP-6cp6.pdb1-D-0-Y-0.pdb	YJR121W	ATP2	P00830	YDR298C	ATP5	P09457	YDR298C	YJR121W
YDR298C_YPL078C	1	0	Structure	6cp6	1	Z	0	100.0	63.5	88	242	-	Y	0	100.0	78.3	24	189	-	P05626-P09457-EXP-6cp6.pdb1-Z-0-Y-0.pdb	YPL078C	ATP4	P05626	YDR298C	ATP5	P09457	YDR298C	YPL078C
YBL099W_YDR298C	1	0	Structure	6cp6	1	A	0	100.0	93.0	39	545	-	Y	0	100.0	78.3	24	189	-	P07251-P09457-EXP-6cp6.pdb1-A-0-Y-0.pdb	YBL099W	ATP1	P07251	YDR298C	ATP5	P09457	YBL099W	YDR298C
YBR039W_YJR121W	1	0	Structure	3zia	2	D	0	100.0	92.0	39	508	-	G	0	96.0	88.7	34	309	-	P00830-P38077-EXP-3zia.pdb2-D-0-G-0.pdb	YJR121W	ATP2	P00830	YBR039W	ATP3	P38077	YBR039W	YJR121W
YBR039W_YDL181W	1	0	Structure	3zia	1	T	0	97.2	42.4	23	58	-	Q	0	96.0	88.7	34	309	-	P01097-P38077-EXP-3zia.pdb1-T-0-Q-0.pdb	YDL181W	INH1	P01097	YBR039W	ATP3	P38077	YBR039W	YDL181W
YBL099W_YBR039W	1	0	Structure	3zia	2	A	0	100.0	88.8	61	544	-	G	0	96.0	88.7	34	309	-	P07251-P38077-EXP-3zia.pdb2-A-0-G-0.pdb	YBL099W	ATP1	P07251	YBR039W	ATP3	P38077	YBL099W	YBR039W
YBR039W_YPL271W	1	0	Structure	3zia	2	I	0	95.1	98.4	2	62	-	G	0	96.0	88.7	34	309	-	P21306-P38077-EXP-3zia.pdb2-I-0-G-0.pdb	YPL271W	ATP15	P21306	YBR039W	ATP3	P38077	YBR039W	YPL271W
Q0085_Q0085	1	0	Structure	6b8h	1	p	0	100.0	96.1	11	259	-	a	0	100.0	96.1	11	259	-	P00854-P00854-EXP-6b8h.pdb1-p-0-a-0.pdb	Q0085	ATP6	P00854	Q0085	ATP6	P00854	Q0085	Q0085
Q0080_Q0085	1	0	Structure	6b2z	1	a	0	100.0	96.1	11	259	-	A	0	100.0	100.0	1	48	-	P00854-P00856-EXP-6b2z.pdb1-a-0-A-0.pdb	Q0085	ATP6	P00854	Q0080	ATP8	P00856	Q0080	Q0085
Q0085_YPL078C	1	0	Structure	6b8h	1	a	0	100.0	96.1	11	259	-	b	0	99.5	82.4	42	242	-	P00854-P05626-EXP-6b8h.pdb1-a-0-b-0.pdb	Q0085	ATP6	P00854	YPL078C	ATP4	P05626	Q0085	YPL078C
Q0080_YPL078C	1	0	Structure	6b8h	1	A	0	100.0	100.0	1	48	-	b	0	99.5	82.4	42	242	-	P00856-P05626-EXP-6b8h.pdb1-A-0-b-0.pdb	Q0080	ATP8	P00856	YPL078C	ATP4	P05626	Q0080	YPL078C
Q0085_YKL016C	1	0	Structure	6b8h	1	p	0	100.0	96.1	11	259	-	r	0	95.7	94.3	11	174	-	P00854-P30902-EXP-6b8h.pdb1-p-0-r-0.pdb	Q0085	ATP6	P00854	YKL016C	ATP7	P30902	Q0085	YKL016C
Q0080_YKL016C	1	0	Structure	6b8h	1	A	0	100.0	100.0	1	48	-	d	0	95.7	94.3	11	174	-	P00856-P30902-EXP-6b8h.pdb1-A-0-d-0.pdb	Q0080	ATP8	P00856	YKL016C	ATP7	P30902	Q0080	YKL016C
YKL016C_YPL078C	1	0	Structure	6b8h	1	q	0	99.5	82.4	42	242	-	r	0	95.7	94.3	11	174	-	P05626-P30902-EXP-6b8h.pdb1-q-0-r-0.pdb	YPL078C	ATP4	P05626	YKL016C	ATP7	P30902	YKL016C	YPL078C
YBL099W_YKL016C	1	0	Structure	6cp6	1	B	0	100.0	92.8	39	544	-	7	0	100.0	98.3	4	174	-	P07251-P30902-EXP-6cp6.pdb1-B-0-7-0.pdb	YBL099W	ATP1	P07251	YKL016C	ATP7	P30902	YBL099W	YKL016C
Q0085_Q0130	1	0	Structure	6b8h	1	a	0	100.0	96.1	11	259	-	2	0	100.0	98.7	1	75	-	P00854-P61829-EXP-6b8h.pdb1-a-0-2-0.pdb	Q0085	ATP6	P00854	Q0130	OLI1	P61829	Q0085	Q0130
Q0080_Q0130	1	0	Structure	6b8h	1	V	0	100.0	100.0	1	48	-	M	0	100.0	98.7	1	75	-	P00856-P61829-EXP-6b8h.pdb1-V-0-M-0.pdb	Q0080	ATP8	P00856	Q0130	OLI1	P61829	Q0080	Q0130
Q0130_YBR039W	1	0	Structure	6cp6	1	G	0	96.8	89.4	34	311	-	S	0	100.0	96.1	2	74	-	P38077-P61829-EXP-6cp6.pdb1-G-0-S-0.pdb	YBR039W	ATP3	P38077	Q0130	OLI1	P61829	Q0130	YBR039W
Q0130_Q0130	1	0	Structure	4f4s	2	O	1	100.0	97.4	2	75	-	K	0	100.0	97.4	2	75	-	P61829-P61829-EXP-4f4s.pdb2-O-1-K-0.pdb	Q0130	OLI1	P61829	Q0130	OLI1	P61829	Q0130	Q0130
Q0085_YML081C-A	1	0	Structure	6b8h	1	p	0	100.0	96.1	11	259	-	w	0	100.0	100.0	1	59	-	P00854-P81450-EXP-6b8h.pdb1-p-0-w-0.pdb	Q0085	ATP6	P00854	YML081C-A	ATP18	P81450	Q0085	YML081C-A
Q0080_YML081C-A	1	0	Structure	6b8h	1	A	0	100.0	100.0	1	48	-	i	0	100.0	100.0	1	59	-	P00856-P81450-EXP-6b8h.pdb1-A-0-i-0.pdb	Q0080	ATP8	P00856	YML081C-A	ATP18	P81450	Q0080	YML081C-A
YKL016C_YML081C-A	1	0	Structure	6b8h	1	r	0	95.7	94.3	11	174	-	w	0	100.0	100.0	1	59	-	P30902-P81450-EXP-6b8h.pdb1-r-0-w-0.pdb	YKL016C	ATP7	P30902	YML081C-A	ATP18	P81450	YKL016C	YML081C-A
YML081C-A_YML081C-A	1	0	Structure	6b8h	1	w	0	100.0	100.0	1	59	-	i	0	100.0	100.0	1	59	-	P81450-P81450-EXP-6b8h.pdb1-w-0-i-0.pdb	YML081C-A	ATP18	P81450	YML081C-A	ATP18	P81450	YML081C-A	YML081C-A
Q0085_YOL077W-A	1	0	Structure	6b2z	1	M	0	100.0	96.1	11	259	-	T	0	100.0	35.3	5	28	-	P00854-P81451-EXP-6b2z.pdb1-M-0-T-0.pdb	Q0085	ATP6	P00854	YOL077W-A	ATP19	P81451	Q0085	YOL077W-A
Q0085_YDR377W	1	0	Structure	6b8h	1	a	0	100.0	96.1	11	259	-	f	0	97.7	85.1	7	92	-	P00854-Q06405-EXP-6b8h.pdb1-a-0-f-0.pdb	Q0085	ATP6	P00854	YDR377W	ATP17	Q06405	Q0085	YDR377W
Q0080_YDR377W	1	0	Structure	6b8h	1	A	0	100.0	100.0	1	48	-	f	0	97.7	85.1	7	92	-	P00856-Q06405-EXP-6b8h.pdb1-A-0-f-0.pdb	Q0080	ATP8	P00856	YDR377W	ATP17	Q06405	Q0080	YDR377W
YDR377W_YPL078C	1	0	Structure	6b8h	1	q	0	99.5	82.4	42	242	-	t	0	97.7	85.1	7	92	-	P05626-Q06405-EXP-6b8h.pdb1-q-0-t-0.pdb	YPL078C	ATP4	P05626	YDR377W	ATP17	Q06405	YDR377W	YPL078C
YDR377W_YKL016C	1	0	Structure	6cp6	1	7	0	100.0	98.3	4	174	-	U	0	100.0	84.2	7	91	-	P30902-Q06405-EXP-6cp6.pdb1-7-0-U-0.pdb	YKL016C	ATP7	P30902	YDR377W	ATP17	Q06405	YDR377W	YKL016C
YGR254W_YGR254W	1	0	Structure	2al1	1	B	0	98.6	99.8	2	437	-	A	0	99.8	99.8	2	437	-	P00924-P00924-EXP-2al1.pdb1-B-0-A-0.pdb	YGR254W	ENO1	P00924	YGR254W	ENO1	P00924	YGR254W	YGR254W
YDR050C_YDR050C	1	0	Structure	1ney	1	B	0	98.8	99.6	2	248	-	A	0	98.8	99.6	2	248	-	P00942-P00942-EXP-1ney.pdb1-B-0-A-0.pdb	YDR050C	TPI1	P00942	YDR050C	TPI1	P00942	YDR050C	YDR050C
YKL152C_YKL152C	1	0	Structure	1qhf	1	B	1	100.0	97.2	2	241	-	A	1	100.0	97.2	2	241	-	P00950-P00950-EXP-1qhf.pdb1-B-1-A-1.pdb	YKL152C	GPM1	P00950	YKL152C	GPM1	P00950	YKL152C	YKL152C
YGR264C_YGR264C	1	0	Structure	2hsn	1	A	0	100.0	21.3	1	160	-	A	1	100.0	21.3	1	160	-	P00958-P00958-EXP-2hsn.pdb1-A-0-A-1.pdb	YGR264C	MES1	P00958	YGR264C	MES1	P00958	YGR264C	YGR264C
YGL105W_YGR264C	1	0	Structure	2hsn	1	A	1	100.0	21.3	1	160	-	B	1	100.0	31.9	1	120	-	P00958-P46672-EXP-2hsn.pdb1-A-1-B-1.pdb	YGR264C	MES1	P00958	YGL105W	ARC1	P46672	YGL105W	YGR264C
YGL105W_YGL245W	1	0	Structure	2hrk	1	A	0	100.0	25.0	2	178	-	B	0	100.0	32.2	1	121	-	P46655-P46672-EXP-2hrk.pdb1-A-0-B-0.pdb	YGL245W	GUS1	P46655	YGL105W	ARC1	P46672	YGL105W	YGL245W
YGL105W_YGL105W	1	0	Structure	2hqt	25	T	1	100.0	32.2	1	121	-	R	1	100.0	31.6	2	120	-	P46672-P46672-EXP-2hqt.pdb25-T-1-R-1.pdb	YGL105W	ARC1	P46672	YGL105W	ARC1	P46672	YGL105W	YGL105W
YMR174C_YPL154C	1	0	Structure	1dpj	1	B	0	100.0	42.6	3	31	-	A	0	100.0	81.2	77	405	-	P01094-P07267-EXP-1dpj.pdb1-B-0-A-0.pdb	YMR174C	PAI3	P01094	YPL154C	PEP4	P07267	YMR174C	YPL154C
YPL154C_YPL154C	1	0	Structure	1dpj	2	A	0	100.0	81.2	77	405	-	A	1	100.0	81.2	77	405	-	P07267-P07267-EXP-1dpj.pdb2-A-0-A-1.pdb	YPL154C	PEP4	P07267	YPL154C	PEP4	P07267	YPL154C	YPL154C
YFL038C_YKR068C	1	0	Structure	3cue	3	R	0	97.1	83.0	4	174	-	Q	0	100.0	97.4	6	193	-	P01123-P36149-EXP-3cue.pdb3-R-0-Q-0.pdb	YFL038C	YPT1	P01123	YKR068C	BET3	P36149	YFL038C	YKR068C
YER136W_YFL038C	1	0	Structure	2bcg	1	Y	0	100.0	94.2	3	196	-	G	0	100.0	98.0	5	446	-	P01123-P39958-EXP-2bcg.pdb1-Y-0-G-0.pdb	YFL038C	YPT1	P01123	YER136W	GDI1	P39958	YER136W	YFL038C
YER136W_YFL005W	1	0	Structure	3cph	1	A	0	100.0	81.4	20	194	-	G	0	100.0	97.8	5	445	-	P07560-P39958-EXP-3cph.pdb1-A-0-G-0.pdb	YFL005W	SEC4	P07560	YER136W	GDI1	P39958	YER136W	YFL005W
YER031C_YER136W	1	0	Structure	3cpj	1	B	0	93.5	75.8	10	178	-	G	0	100.0	97.1	6	443	-	P38555-P39958-EXP-3cpj.pdb1-B-0-G-0.pdb	YER031C	YPT31	P38555	YER136W	GDI1	P39958	YER031C	YER136W
YFL038C_YML077W	1	0	Structure	3cue	2	L	0	97.1	83.0	4	174	-	I	0	91.7	98.1	1	156	-	P01123-Q03630-EXP-3cue.pdb2-L-0-I-0.pdb	YFL038C	YPT1	P01123	YML077W	BET5	Q03630	YFL038C	YML077W
YKR068C_YML077W	1	0	Structure	3cue	4	W	0	100.0	97.4	6	193	-	U	0	91.7	98.1	1	156	-	P36149-Q03630-EXP-3cue.pdb4-W-0-U-0.pdb	YKR068C	BET3	P36149	YML077W	BET5	Q03630	YKR068C	YML077W
YDR246W_YFL038C	1	0	Structure	3cue	4	X	0	97.1	83.0	4	174	-	S	0	72.9	99.5	2	219	-	P01123-Q03784-EXP-3cue.pdb4-X-0-S-0.pdb	YFL038C	YPT1	P01123	YDR246W	TRS23	Q03784	YDR246W	YFL038C
YDR246W_YKR068C	1	0	Structure	3cue	2	J	0	100.0	96.4	8	193	-	G	0	72.9	99.5	2	219	-	P36149-Q03784-EXP-3cue.pdb2-J-0-G-0.pdb	YKR068C	BET3	P36149	YDR246W	TRS23	Q03784	YDR246W	YKR068C
YDR246W_YDR472W	1	0	Structure	3cue	4	T	0	79.0	59.0	116	282	-	S	0	72.9	99.5	2	219	-	Q03337-Q03784-EXP-3cue.pdb4-T-0-S-0.pdb	YDR472W	TRS31	Q03337	YDR246W	TRS23	Q03784	YDR246W	YDR472W
YDR246W_YML077W	1	0	Structure	3cue	3	O	0	91.7	98.1	1	156	-	M	0	72.9	99.5	2	219	-	Q03630-Q03784-EXP-3cue.pdb3-O-0-M-0.pdb	YML077W	BET5	Q03630	YDR246W	TRS23	Q03784	YDR246W	YML077W
YBR009C_YDR224C	1	0	Structure	4jjn	1	H	0	100.0	70.2	38	129	-	F	0	100.0	88.3	13	103	-	P02293-P02309-EXP-4jjn.pdb1-H-0-F-0.pdb	YDR224C	HTB1	P02293	YBR009C	HHF1	P02309	YBR009C	YDR224C
YDR224C_YNL030W	1	0	Structure	4jjn	1	H	0	100.0	70.2	38	129	-	F	0	100.0	88.3	13	103	-	P02293-P02309-EXP-4jjn.pdb1-H-0-F-0.pdb	YDR224C	HTB1	P02293	YNL030W	HHF2	P02309	YDR224C	YNL030W
YBL002W_YBR009C	1	0	Structure	4jjn	1	D	0	100.0	72.5	35	129	-	F	0	100.0	88.3	13	103	-	P02294-P02309-EXP-4jjn.pdb1-D-0-F-0.pdb	YBL002W	HTB2	P02294	YBR009C	HHF1	P02309	YBL002W	YBR009C
YBL002W_YNL030W	1	0	Structure	4jjn	1	D	0	100.0	72.5	35	129	-	F	0	100.0	88.3	13	103	-	P02294-P02309-EXP-4jjn.pdb1-D-0-F-0.pdb	YBL002W	HTB2	P02294	YNL030W	HHF2	P02309	YBL002W	YNL030W
YDR224C_YDR225W	1	0	Structure	4wnn	1	B	0	100.0	74.0	31	127	-	A	0	100.0	65.2	17	102	-	P02293-P04911-EXP-4wnn.pdb1-B-0-A-0.pdb	YDR224C	HTB1	P02293	YDR225W	HTA1	P04911	YDR224C	YDR225W
YBL002W_YDR225W	1	0	Structure	5bt1	1	D	0	100.0	68.7	38	127	-	C	0	100.0	64.4	17	101	-	P02294-P04911-EXP-5bt1.pdb1-D-0-C-0.pdb	YBL002W	HTB2	P02294	YDR225W	HTA1	P04911	YBL002W	YDR225W
YBR009C_YDR225W	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	C	0	100.0	79.5	15	119	-	P02309-P04911-EXP-4jjn.pdb1-F-0-C-0.pdb	YBR009C	HHF1	P02309	YDR225W	HTA1	P04911	YBR009C	YDR225W
YDR225W_YNL030W	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	C	0	100.0	79.5	15	119	-	P02309-P04911-EXP-4jjn.pdb1-F-0-C-0.pdb	YNL030W	HHF2	P02309	YDR225W	HTA1	P04911	YDR225W	YNL030W
YDR225W_YDR225W	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	C	0	100.0	79.5	15	119	-	P04911-P04911-EXP-4jjn.pdb1-G-0-C-0.pdb	YDR225W	HTA1	P04911	YDR225W	HTA1	P04911	YDR225W	YDR225W
YBL003C_YDR224C	1	0	Structure	4wnn	1	B	0	100.0	74.0	31	127	-	A	0	100.0	65.2	17	102	-	P02293-P04912-EXP-4wnn.pdb1-B-0-A-0.pdb	YDR224C	HTB1	P02293	YBL003C	HTA2	P04912	YBL003C	YDR224C
YBL002W_YBL003C	1	0	Structure	5bt1	1	D	0	100.0	68.7	38	127	-	C	0	100.0	64.4	17	101	-	P02294-P04912-EXP-5bt1.pdb1-D-0-C-0.pdb	YBL002W	HTB2	P02294	YBL003C	HTA2	P04912	YBL002W	YBL003C
YBL003C_YBR009C	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	C	0	100.0	79.5	15	119	-	P02309-P04912-EXP-4jjn.pdb1-F-0-C-0.pdb	YBR009C	HHF1	P02309	YBL003C	HTA2	P04912	YBL003C	YBR009C
YBL003C_YNL030W	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	C	0	100.0	79.5	15	119	-	P02309-P04912-EXP-4jjn.pdb1-F-0-C-0.pdb	YNL030W	HHF2	P02309	YBL003C	HTA2	P04912	YBL003C	YNL030W
YBL003C_YBL003C	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	C	0	100.0	79.5	15	119	-	P04912-P04912-EXP-4jjn.pdb1-G-0-C-0.pdb	YBL003C	HTA2	P04912	YBL003C	HTA2	P04912	YBL003C	YBL003C
YDR224C_YLR442C	1	0	Structure	4jjn	1	H	0	100.0	70.2	38	129	-	L	0	97.7	22.0	4	218	-	P02293-P06701-EXP-4jjn.pdb1-H-0-L-0.pdb	YDR224C	HTB1	P02293	YLR442C	SIR3	P06701	YDR224C	YLR442C
YBL002W_YLR442C	1	0	Structure	4jjn	1	D	0	100.0	72.5	35	129	-	K	0	97.1	21.4	6	214	-	P02294-P06701-EXP-4jjn.pdb1-D-0-K-0.pdb	YBL002W	HTB2	P02294	YLR442C	SIR3	P06701	YBL002W	YLR442C
YBR009C_YLR442C	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	L	0	97.7	22.0	4	218	-	P02309-P06701-EXP-4jjn.pdb1-F-0-L-0.pdb	YBR009C	HHF1	P02309	YLR442C	SIR3	P06701	YBR009C	YLR442C
YLR442C_YNL030W	1	0	Structure	4jjn	1	F	0	100.0	88.3	13	103	-	L	0	97.7	22.0	4	218	-	P02309-P06701-EXP-4jjn.pdb1-F-0-L-0.pdb	YNL030W	HHF2	P02309	YLR442C	SIR3	P06701	YLR442C	YNL030W
YBL003C_YLR442C	1	0	Structure	4jjn	1	G	0	100.0	80.3	17	122	-	L	0	97.7	22.0	4	218	-	P04912-P06701-EXP-4jjn.pdb1-G-0-L-0.pdb	YBL003C	HTA2	P04912	YLR442C	SIR3	P06701	YBL003C	YLR442C
YLR442C_YLR442C	1	0	Structure	2fvu	1	B	0	88.3	21.8	1	213	-	A	0	87.8	21.8	1	213	-	P06701-P06701-EXP-2fvu.pdb1-B-0-A-0.pdb	YLR442C	SIR3	P06701	YLR442C	SIR3	P06701	YLR442C	YLR442C
YDR224C_YGL207W	1	0	Structure	4wnn	4	D	0	100.0	74.0	31	127	-	T	0	100.0	0.6	967	972	-	P02293-P32558-EXP-4wnn.pdb4-D-0-T-0.pdb	YDR224C	HTB1	P02293	YGL207W	SPT16	P32558	YDR224C	YGL207W
YDR225W_YGL207W	1	0	Structure	4wnn	4	C	0	100.0	62.9	18	100	-	T	0	100.0	0.6	967	972	-	P04911-P32558-EXP-4wnn.pdb4-C-0-T-0.pdb	YDR225W	HTA1	P04911	YGL207W	SPT16	P32558	YDR225W	YGL207W
YBL003C_YGL207W	1	0	Structure	4wnn	4	C	0	100.0	62.9	18	100	-	T	0	100.0	0.6	967	972	-	P04912-P32558-EXP-4wnn.pdb4-C-0-T-0.pdb	YBL003C	HTA2	P04912	YGL207W	SPT16	P32558	YBL003C	YGL207W
YDR224C_YKL089W	1	0	Structure	6qld	1	h	0	100.0	71.8	36	129	-	C	0	100.0	4.0	284	305	-	P02293-P35201-EXP-6qld.pdb1-h-0-C-0.pdb	YDR224C	HTB1	P02293	YKL089W	MIF2	P35201	YDR224C	YKL089W
YBR009C_YKL089W	1	0	Structure	6qld	1	f	0	100.0	76.7	25	103	-	C	0	100.0	4.0	284	305	-	P02309-P35201-EXP-6qld.pdb1-f-0-C-0.pdb	YBR009C	HHF1	P02309	YKL089W	MIF2	P35201	YBR009C	YKL089W
YKL089W_YNL030W	1	0	Structure	6qld	1	f	0	100.0	76.7	25	103	-	C	0	100.0	4.0	284	305	-	P02309-P35201-EXP-6qld.pdb1-f-0-C-0.pdb	YNL030W	HHF2	P02309	YKL089W	MIF2	P35201	YKL089W	YNL030W
YDR225W_YKL089W	1	0	Structure	6qld	1	g	0	100.0	79.5	17	121	-	C	0	100.0	4.0	284	305	-	P04911-P35201-EXP-6qld.pdb1-g-0-C-0.pdb	YDR225W	HTA1	P04911	YKL089W	MIF2	P35201	YDR225W	YKL089W
YKL089W_YKL089W	1	0	Structure	2vpv	1	A	0	100.0	17.1	437	530	-	A	1	100.0	17.1	437	530	-	P35201-P35201-EXP-2vpv.pdb1-A-0-A-1.pdb	YKL089W	MIF2	P35201	YKL089W	MIF2	P35201	YKL089W	YKL089W
YDR224C_YER030W	1	0	Structure	6ae8	2	B	0	100.0	72.5	37	131	-	D	0	100.0	7.8	141	152	-	P02293-P40019-EXP-6ae8.pdb2-B-0-D-0.pdb	YDR224C	HTB1	P02293	YER030W	CHZ1	P40019	YDR224C	YER030W
YDR224C_YML041C	1	0	Structure	6gej	1	H	0	100.0	69.5	36	126	-	S	0	74.3	100.0	1	280	-	P02293-Q03433-EXP-6gej.pdb1-H-0-S-0.pdb	YDR224C	HTB1	P02293	YML041C	VPS71	Q03433	YDR224C	YML041C
YDR225W_YML041C	1	0	Structure	6gej	1	F	0	100.0	76.5	18	118	-	S	0	74.3	100.0	1	280	-	P04911-Q03433-EXP-6gej.pdb1-F-0-S-0.pdb	YDR225W	HTA1	P04911	YML041C	VPS71	Q03433	YDR225W	YML041C
YDR224C_YDR334W	1	0	Structure	4m6b	2	D	0	100.0	72.5	37	131	-	F	0	74.2	2.0	599	629	-	P02293-Q05471-EXP-4m6b.pdb2-D-0-F-0.pdb	YDR224C	HTB1	P02293	YDR334W	SWR1	Q05471	YDR224C	YDR334W
